hist_text_classic,true_label,predicted_label,result,n_words
"mary macpherran bear prematurely suburb denver , colorado . mary overlook small sibling immerse fantasy book . grow little year , remain short scrawny compare peer ; popular girl school name vanessa ashwood give mary nickname "" skeet "" ( slang word mosquito ) . real friend marsha rosenberg , similarly unpopular ( case awkward overweight ) . consistently mock humiliate childhood wealthy vanessa social clique , mary ( marsha ) menial job survive . mary grow bitter hard life , fantasize improbable favor win lottery . fantasy soon turn gain superpower admire , exact revenge tormentor . second spiderwoman julia carpenter begin appearance denver , rosenberg remark hair color mary . mary falsely confide friend secretly spiderwoman , rosenberg spread rumor , mary see popularity grow invite party vanessa clique",Marvel Comics,Marvel Comics,Correct,131
"kindly one arrive dream allow destroy order save dreaming , death take dream .",DC Comics,Marvel Comics,Incorrect,14
"kate kane batwoman , vigilante protect gotham city imagery bat . jewish lesbian , play socialite day , work cousin bette vigilante night .     kate kane twin sister beth bear prominent colonel jake kane wife gabrielle , captain . parent active military duty , work extensively intelligence organization . parent promote move wide variety town basis , jake away home .   eventually , kane move brussels belgium , work nato . , day , gabi decide girl day , attack kidnap terrorist . military intelligence manage locate hostage , jacob manage rescue kate , gabi beth kill . try prevent see bad , kate traumatize sight mother sister corpse .   jacob supportive father , kate manage deal grief try emulate cool - headedness . excel school , eventually get west point academy cadet . , meet woman name sophie moore , begin relationship . relationship discover , , kate choose come lesbian order protect sophie expel don't - ask - don't - tell .   time , medicate depression alcohol promiscuity . eventually , , come mugging progress try stop . encounter batman , realize feel alive fight crime . father discover habit , , beg train , agree .   kate spend year undergo fierce training regimen , expose bad world offer , hope prepare destiny . end year , jake give mission , family kidnap russian terrorist , rescue . find family , murder , rage , nearly kill terrorist leader . , relent second , leader reveal father . thing fakeout ; test prove stop cross line .",DC Comics,DC Comics,Correct,259
"flash thompson bully - turn selfless - soldier well know agent anti - venom . initially high school tormentor peter parker , secret alter - ego super hero spiderman happen flash big idol , thompson grow abusive behavior befriend peter college . flash join army station southeast asia , trouble find place fit return state . flash spiral depression combated alcoholism , addiction exploit villainous norman osborn involve car crash . leave flash near - vegetative state wake coma . flash eventually regain faculty , gym teacher old school . thompson return service earn medal honor , mission cost leg . bond venom symbiote , flash serve agent venom project rebirth 2.0 . strike shut join secret avenger . return earth follow stint space guardian galaxy , flash lose symbiote . ultimately gain new symbiotic companion agent anti - venom . die hand red goblin , flash consciousness survive symbiote hive - mind , body later resurrect , return fight form agent anti - venom .",Marvel Comics,Marvel Comics,Correct,166
"record whereabouts mighty sorcerer know felix faust circa 5,000 bc , time appear legendary african empire kor .",DC Comics,Marvel Comics,Incorrect,18
"donnie gill work minor hire thug hammer industry businessman justin hammer give battlesuit reminiscent original blizzard ( gregor shapanka ) . gill master use battlesuit , grateful excited new power , begin assignment : recapture supervillain know force , agent hammer desert . gill ally , beetle ( , mach - iv ) blacklash ( , whiplash ) engage force new ally , iron man . battle , force see gill misguided mislead hammer , try reach young villain . end , , blizzard accidentally trip , electrocute allow capture ally flee .   remand prison , gill rescue rhino behalf hammer , serve strengthen gill loyalty curtail tony stark effort lend gill legal moral guidance . gill continue work hammer agent , hammer know stark interest help gill bargaining chip elicit iron man help take mutual enemy , ghost . iron man agent hammer manage stop ghost , villain turn iron man , abandon blizzard . gill hold hope hammer rescue , iron man play recording hammer bargaining . crush , gill allow place custody .   later return criminal activity , gill appear hold interest reform . work behalf spymaster , try loot stark enterprise oppose avenger , later turn solo career criminal . attend a.i.m . weapon expo behalf , later try replica shapanka final blizzard suit . suit prove defective , manage use court testimony repair man , tinkerer , sue trapster . later , try rob armored car face new warrior , rogue iron man suit armor viscously beat .   series failure , blizzard try team again-- mercenary group work behalf wind crime family . group hire invade agent x headquarter , suffer humiliating defeat .",Marvel Comics,Marvel Comics,Correct,279
"learn emma la porte transfer new york hospital , undergo treatment severe burning responsible , rusty collin , fellow x - factor trainee , cut deal masque , dangerous member morlock , sacrifice look masque whim , masque restore emma face beauty . boom - boom , skid , artie maddick aid rusty hospital , boom - boom destroy wall escape , bring emma alley . masque hold end , emma learn deal , insist look come expense . rusty skid fight masque undo morphing rusty emma , retreat sewer tunnel .    beast believe , cyclop talk , tabitha set "" time bomb "" x - factor laboratory prank beast iceman pursue headquarter . member fall angel , ariel , power enable tabitha escape x - factor headquarter , broom closet . meet sunspot warlock , group join siryn jamie madrox , tabitha begin crush , teleport valley flame , dinosaur world , join moon boy devil dinosaur . tabitha team gomi majority time , fact resent . mutant power , temporarily , go - - whack , chance , ariel suggest leave teleport coconut grove , home planet . inhabitant coconut grove leader , unipar , capture fall angel , intend use experiment continue evolution , angel work defeat return home . boom - boom return time witness right soldier kidnap child x - factor . tabitha stow away transport follow hide - away , rescue new recruit , rictor recognize right commander x - factor pr man , cameron hodge . tabitha rictor immediately recapture , , x - factor arrive rescue .    defeat apocalypse , ship crash land complex x - factor begin live apocalypse sentient ship , barrier mutant enter , caliban leave apocalypse . child give christmas gift donation , decide child lose home x - factor battle , situation boom - boom trouble deal .",Marvel Comics,Marvel Comics,Correct,311
"samuel smithers , a.k.a plantman , bear london orphan young age . point childhood , leave orphanage raise . go work lab assistant - know london botanist explore low - order mental activity plant life . year , botanist die samuel come u.s . , hope continue work : invention plant life smart human being speak understand proper education need smither go work gardener glenville , long island , new york . work mr . evans , eventually fire spend time work invention gardening . long , lightning strike plant ray gun , give power control animate plant life . reveal later incident occur intervention plant - like race h'ylthri mystical city k'un - lun .    disguise call plantman . smither think suitable revenge boss mr . evans , frame robbery . , evans ' daughter dorrie date human torch , thwart plantman clear evan ' . human torch destroy plantman ray gun , smither escape .    create ray gun , strong . challenge human torch duel botanical garden , defeat take prison . smither ally maggia super - powered crmininal unsucessfully fight xman . captain america ( partner falcon ) .   later , , porcupine eel attend celestial mind control movement establish nebulon hope turn fail criminal career . smither quickly leave , think movement fraud . devise plan kidnap millionaire kyle richmond , hospital recuperate brain surgery , ransom million dollar . oppose richmond teammate , defender , soon force retreat . decide return celestial mind control headquarter . see friend brainwash movement , change mind want leave . time , , nebulon blast unconscious .   smither later branch mastermind large criminal operation . develop "" pretty poison "" field test long - time nemesis captain america . toxin place captain debilitate , life threatee coma .",Marvel Comics,Marvel Comics,Correct,299
"despite initially succeed , plan foil legend de - power object , eobard vaporize black flash . despite erasure existence , eobard time remnant preserve history speed force , keep past time travel intact order stabilize timeline ( manipulation span year ) prevent paradox . later , eobard mysteriously resurface ally new reichsman earth - x. originally try carry fuhrer request perform heart surgery overgirl . reichsman defeat eventually inevitable , abandon ally death hand earth hero supergirl , run part unknown .",DC Comics,DC Comics,Correct,83
"greer grant nelson recipient separate set superhuman ability , scientific mystical nature . laboratory assistant dr . joanne marie tumolo , nelson involve physiological conditioning program enable human attain physical mental potential . financial desperation , dr . tumolo accept private funding project malcolm donalbain , eccentric plan use conditioning equipment nationwide chain health club . trust test subject donalbain coerce use , tumolo nelson secretly undertake experiment alongside woman . donalbain test subject , shirlee bryant , greer nelson emerge battery treatment superhuman physical capability . dress donalbain specially design cat costume , bryant die test ability . donalbain henchman set dynamite charge laboratory appear bryant die accidentally explosion . tumolo injure explosion . believe mentor dead , nelson determine stop donalbain plan . don steal costume , call cat , thwart donalbain plan force commit suicide . nelson soon learn tumolo kill hospitalize apparent brain damage . time , nelson , cat , pursue brief career crimefighter , operate chicago area . unknown nelson , tumolo member cat people , race humanoid magically evolve cat europe middle age . prior explosion donalbain engineer , tumolo aware plot subversive organization hydra steal bacterial culture develop tumolo ancestor . hydra discover secret tumolo ancestry suspect possess formula ' final secret . ' tumolo choose feign brain damage order evade hydra , hydra abduct private home apparently convalesce . nelson cat costume pursue . hydra agent flee cat attack , confrontation manage shoot ' alpha radiation . ' save nelson life , tumolo cat people mystically transform legendary half - human , half - cat warrior call tigra . tigra , nelson help cat people defeat hydra agent . able use cat's - head amulet change human form , nelson accustomed enamor feline form seldom transformation .",Marvel Comics,Marvel Comics,Correct,296
"discover matango weakness old green form , swamp thing skin , sever connection grey .   grey find new , neutral vessel , promise wait green time pass allow grey inherit earth .    time able live happily family , swamp thing aware resurgence sunderland corporation threat environment . run general sunderland daughter constance , sunderland corporation take personal vendetta swamp thing pursue greedy , destructive interest .   , tefé power plant flesh matter concern parent show tendency horribly mangle kill anger . kill family cat anger , decide swamp thing consult parliament tree help . parliament send lady jane act tefé governess , allowsing swamp thing focus attention protect green .   eventually , hell , devil abdicate rule , allow demon trap escape - include anton arcane . arcane return land living intent possess tefé body , cause pain niece abigail . , arcane attempt coup thwart appearance agony ecstacy , vow return .   constance sunderland occultist name doctor polygon resurrect father death , provide anton arcane body host spirit . sunderland influence power , arcane manage terrorize niece .    threat anton arcane return , abigail swamp thing promise stay daughter order protect husband father . reluctantly , agree - parliament tree displeased decision . great threat environment green appear , swamp thing force choose break promise abby allow green suffer . ultimately , choose , create double look family protect green . intend return family threat take care , parliament prevent - leave double firmly entrenched family man .   away week , swamp thing body restore , altered appearance . toxin go , return louisiana reunite family .",DC Comics,DC Comics,Correct,268
"hit - monkey live mountainous wilderness clan monkey . member clan take fugitive assassin , nurse health herbal remedy hot spring . hit - monkey disagree , know eventually come look assassin . nameless assassin regain health , begin hone skill , practise snowman . hit - monkey study assassin , warn evil way . hit - monkey resort physical violence member clan continue presence assassin exile walk . happen group soldier wood look assassin , return clan warning , time . assassin clan slain hit - monkey seek vengeance , pick assassin pistol kill soldier . home tribe go , hit - monkey set journey "" killer killers "" duffel bag gun . search general kato , give order kill nameless assassin start kill man kato engage . kato realize macaque search kill hire bullseye , good man body guard . spirit deceased hitman start guide city probably kato . hideki hiyshi , politician involve plot target hit - monkey shoot innocent assistant , run away cry . ghost assassin scold . throw away news paper say kato daughter getting marry perfect place hit kato garden . recently oppose spiderman deadpool . unnamed assassin mark death fail political coup . blow squad enemy soldier , decide run life . pass snow day fleeing , rescue troop japanese macaque . monkey allow assassin clan , exception lone monkey . man know hunt train daily snowman training dummy . quietly , monkey distrust watch , eventually pick fighter skill . assassin health begin fail , tribe monkey try save , lone monkey object , eventually fight rest group newfound skill . violence display , monkey banish clan .",Marvel Comics,Marvel Comics,Correct,277
"roma relinquish control otherworld captain britain , meggan remain otherworld effective ruler multiverse , action use excalibur sword restore integrity humanity warpie . unbeknownst brian , event lead assumption otherworld orchestrate kang conqueror widget , reason reveal .    recently , brian meggan appear kelsey leigh , british mother die protect kid captain america wreck crew captain america shield , offer choice amulet sword , make new captain britain choice excalibur . brian capture morgan le fay , hope kill , destroy britain brian mystical connection land , power transfer kelsey , plan fail . civil war discussion doom namor , black panther wife storm try recruit brian movement super - human registration act . decline proposition fustige ororo attitude . claim return ebony blade british legacy , deny t'challa , mercenary . ( sword later give dane whitman storm .    captain britain force come earth stop house m reality come existence . time , wife meggan apparently sacrifice life save rip time destroy earth . result brian active captain britain formation new excalibur , pete wisdom , sage , juggernaut , dazzler nocturne .    secret invasion captain britain mi13 believe skrull plan invade avalon siege perilous . take magical realm avalon skrull control earth magic . happen brian try stop skrull nuclear missile head sacrifice . british military , mi6 avalon make stand merlin resurrect braddock . immediately brian enter avalon pull excalibur stone . arrive brittan line defense attack super - skrull commander . battle go favor side brian throw final blow . moment satannish , give wisdom wish exchange let free earth , destroy skrull british isle try enter .",Marvel Comics,Marvel Comics,Correct,272
"explosion allow hero escape , leave donna mistakenly believe chris die . protection , maverick chris code - , choose "" bolt . "" subsequent visit keller clinic , chris learn maverick power return , force virus remission . aid keller oppose group - burglar , power mask true identity . later , seek fight mutant persecution super - hero , chris move new york reunite donna . soon , chris aid teen hero battle alien warrior blastaar , hero band new incarnation new warrior . initially , chris keep legacy virus infection secret teammate . have live , chris sleep street time turn donna help , let sleep floor room time . warrior , chris help teammate save namorita genecide eugenix soldier , involved war rival gang bear 2 die lobo boy , chris ' teammate aegis opt save friend james , lobo boy , instead chris , result chris injure fall wall . subsequently investigate gang arm supplier , harvey traynor , recover chris teammate clash armor mercenary heavy mettle , chris face energy arrow warbow . traynor go prison , kill agent heavy mettle employer , silvermane . warrior involve "" contest champion "" hold alien coterie , best fellow teen hero slinger game basketball subsequently defeat combat black panther ( t'challa ) . chris warrior later team teen mutant hero generation x oppose fletcher traynor , seek revenge warrior father death mutate father weapon monstrous biohazard . biohazard defeat , namorita learn chris ' lack accommodation offer spare room apartment . warrior prevent armored car heist mutant force chris oppose peeper . medium report clash mistakenly refer chris "" bulk , "" chagrin . subsequently , warrior battle heavy mettle , chris best aquatic powerhouse barracuda electrocute .",Marvel Comics,Marvel Comics,Correct,292
"x - terminator new mutant return x - factor ship , mutant baby gosamyr . action demonic invasion , tabitha expel phillips academy , new mutant return home x - factor attend funeral , x - terminator find atlantean horn accidentally call giant sea creature . new mutant return , aid namor submariner , defeat . creature defeat , x - factor return new mutant begin live ship , merge x - terminator professor x mansion destroy . new member , sam guthrie ( cannonball ) , boom boom begin crush . - new new mutant team return illyana home ust - ordynski collective , siberia , parent . return home , mirage brightwind , wing horse , ill mystical fever . unaware save mirage , ship suggest new mutant dr . strange help . arrive sanctum sanctorum , new mutant startled learn dr . strange apparently "" dead "" attack possess , inflame mirage brightwind . mirage reassert control dr . strange , disguise "" dr . sander "" , return body damage normal . return mirage brightwind ship , new mutant attack freedom force ( government - charter mutant enforcer compose member brotherhood evil mutant ) , believe rusty cause flame . battle new mutant freedom force awake mirage brightwind ship suddenly warp - space x - factor . rusty skid learn government return infant parent , dr . strange teleport remain new mutant asgard . arrive asgard , new mutant realize send negative zone dani moonstar leave . capture , dwarf , new mutant release join , cannonball relationship eitri , king dwarf . member new mutant , follow group leadership cannonball , later , cable . remain group cable transform x - force . time , enamor cannonball develop romantic relationship . time x - force , tabitha undergo series progressive change attitude , grow role costumed hero . short time beginning tenure , call boomer . later , change code meltdown well match drastic change look attitude .",Marvel Comics,Marvel Comics,Correct,333
"jacqueline falsworth kidnap vampire baron blood . desipte rescue captain america union jack , jacqueline lose blood , get emergency transfusion original human torch , give flame power .",Marvel Comics,Marvel Comics,Correct,29
"attempt enroll local fbi office field agent , dismiss , cite reason .   night later , barbara find opportunity ultimately change life forever . gotham city police department decide host million dollar masquerade ball bristol country club . dozen gotham city affluent lead citizen , include like bruce wayne j. devlin davenport , expect attend . barbara sew stylish , feminine version batman costume base design conceive child . , intend crash party "" batgirl "" merely spite father .   arrive , find somebody decide crash party . costume criminal name killer moth crony raid country club , grab bruce wayne hostage . intent rob charity proceed extort hundred thousand dollar gotham wealthy patron .   barbara find act batgirl deed . tackle killer moth hope rescue bruce wayne clutch . realize , bruce wayne actually batman . allow batgirl rescue sneak change work clothe . return scene sidekick , robin , batman discover killer moth get well batgirl . order free morass killer moth silk - spinner gun , force let criminal away . batman chide batgirl harshly foolish antic , warn pursue reckless lifestyle . hear criticism man idolize long shock barbara , deter choose path . despite disapproval , send batarang dick grayson , subtly reveal robin . barbara able solve case , story end , batman swear oath reveal identity .   year go , , barbara find role batgirl fulfilling , eventually retired . joker show house , shoot paralyze kidnap uncle jim . batman rescue jim gordon , 19 year - old barbara gordon career crime fighter . spend month deep depression .",DC Comics,DC Comics,Correct,267
"coolen wing bear hokkaido live mother.however , mother eventually walk life . wing father send live grandfather . train wing martial art sword mastery pass katana .",Marvel Comics,Marvel Comics,Correct,27
"time , gamora inadvertently tap power time gem , good glimpse future . vision man stand , appear , deceased adam warlock . frighten , warlock coma battle magus . watch , struggle come team , gamora stay warlock bedside protect island foreign invader . , day , man maxam wash shore , immediately recognize man vision . suspicious man idea , , gamora vote watch help , warlock ( recently wake coma ) say help time .   universal threat emerge adam warlock good seek eradicate universe sin simply eradicate universe . , gamora ( earth hero , include fellow infinity watch member moondragon ) manipulate join goddess ' crusade . war break manipulate non - manipulate suffer heavy casualty . manipulate break trance warlock thano defeat goddess banish soul world .   team return monster island focus help maxam , gamora displeasure . needed break , warlock call watch help silver surfer defeat mentall unstable thor . watch go adam instruction attack thor present , result thor take power gem drax . catastrophic mistake , warlock silver surfer force enlist help doctor strange rest watch asgard . meet gladly , fight way troll asgardian warrior ( help thano ) ) odin finally help thor . end , thor cure asgard indebted watch .    true feeling adam warlock begin maya come island adam fall love count abyss ' love potion . believe good answer simply kill maya . eventually accept go help rescue abyss dimension . watch successful rescue maya , end marry .   thing quickly hand gamora .",Marvel Comics,Marvel Comics,Correct,258
"james w. gordon gotham city police officer , long time , serve commissioner gcpd . stalwart ally batman , uncle guardian barbara gordon ( batgirl ) .",DC Comics,DC Comics,Correct,27
"note read , "" - . ""       deathstroke found member lex luthor secret society super villain . see hide warehouse south metropolis , wait ambush freedom fighter member . battle long , end , deathstroke impale phantom lady chest , call action "" business "" .     employer undercover dick grayson , hire train daughter rise . , confrontation superman , deathstroke discover nightwing teach rise value heroism . kill grayson daughter undo slade teaching . nightwing offer deal : stay away rose slade metahuman villain blüdhaven . deal hold 34 hour slade , order alexander luthor , jr . , real leader society , go villain - include old titan doom patrol foe brotherhood evil member monsieur mallah brain - drop chemo , fellow villain appear nearly brainless monster pure energy radioactive chemical , blüdhaven , kill thousand . slade give explanation brotherhood nightwing believe home .     grayson take revenge burst deathstroke rose training session , reveal kryptonite deathstroke implant place miss eye radioactive deadly human kryptonian ( slow effect human , reveal lex luthor old possession kryptonite ring force transfer brain clone body ) . anger , slade go nightwe grenade , rise try stop . amid smoke result explosion , rise flee , tell father hate . dick disappear , leave note slade warn pay blüdhaven .     climactic battle metropolis conclusion infinite crisis , slade confront batman , robin , nightwing . struggle , question motive aid secret society . claim monetary motivation deem unsatisfactory , tell responsibility render unconscious .       slade appear year jump . apparently hiding , nearly murder crony star city businessman want hire murder .",DC Comics,DC Comics,Correct,271
"bob later see assist deadpool defeat tiger shark . deadpool ask bob reply "" u - uh save "" . deadpool tell bob throw rifle , bob throw rifle fall water tiger shark wait "" bob throw like girl . "" knock water . deadpool save second able outmaneuver tiger shark . bob , shot hand , explain deadpool tiger shark hire norman osborn , deadpool soon realize stole height secret invasion skrull .   later , bob call deadpool want bob pirate . bob get stuck deadpool parrot catch scurvy ( possibly heat stroke ) .   world war hulk story line , bob use time platform send hulkpool ( gamma - power deadpool ) time kill deadpool . unfortunately , send alternate reality thing blackbeard . bob try correct mistake end transporting dinosaur reality .",Marvel Comics,Marvel Comics,Correct,135
"tinya wazzo bgtzlian interact main universe . phase , visible universe , cause confusion . member legion super - hero phantom girl . legionnaire , dig 21st century history consider - expert matter legend .   tinya know truth cosmic boy dominator genocide plan , exactly kill , public believe , phantom zone .",DC Comics,DC Comics,Correct,53
"alfre pennyworth british butler valet wayne family . take role legal guardian bruce wayne murder thomas martha wayne . alfred grow england join army age . sever conflict world , gain skill field medic . spend year member soldier british guard later member mi5 retire take career actor .   perform uk follow dream father die . contact thomas inform father pass , agree wayne ' butler , honour die wish father . time begin work wayne , bruce young child . month , alfred voice desire return home continue life actor . , plan forget young master wayne return home , get fight school bully . alfred teach bruce way deal bully strategically , brute force . advice , master wayne manage care bully problem . return home , bruce request alfred stay , alfred agree second thought .   murder thomas martha wayne , alfred name bruce legal guardian , , social service combat think bruce raise servant . , bruce manage remain alfre care , despite young age , bribe social service agent allow alfred raise .   alfred raise young bruce wayne dr . leslie thompkin close friend colleague thomas wayne . later , bruce decide travel abroad alfre stay wayne manor begin short live romance dr . leslie tompkin .    alfre pleased young master bruce return home wayne manor year study training . return support bruce plan gotham city criminal help well . outing alfre patch , bruce discover bat sudy inspire don costume strike fear criminal . lieutenant gordon wife come visit bruce help convince employee playboy billionaire hurt leg skiing accident .",DC Comics,DC Comics,Correct,266
"little time leave , lyja entrust human doctor , johnny hand birth medicine need . doctor discover medicine lyja spongy state , search mass baby . pull implant give energy power , toss away . finally find baby , turn egg . lyja johnny spend day come incubate egg . johnny consider quit team , fear life baby dangerous thing go time . finally decide remain rest go portentously fatal mission stay child . man appear name raphael suarez show collector appear unique child , raphael help fight robot send collector lazerfist power accidentally receive lyja implant . moment , lyja discover power go . analyze egg , collector pronounce sham disappear . lyja reveal johnny egg father , actually artificial implant . explain try tell , . egg begin hatch johnny whisk away fight alongside teammate .   egg hatch huge , tentacled monster spring forth . lyja raphael fight , help antman namor , lyja skrull ability transform twin creature finally beat . johnny rest team reappear lyja explain creature sha'barri , implant destroy fantastic . try offer start life , johnny refuse trust go separate way . lyja continue tab johnny laura green , stay estranged . eventually decide stay earth assume human life , long feel connect skrull heritage .",Marvel Comics,Marvel Comics,Correct,213
"little know noah kuttler a.k.a . calculator . indication active supervillain early 1975 , fight starman mikaal toma , main career last year . dismiss goofy look , keyboard strap chest lcd visor forehead , forget technology ( unknown origin ) extraordinary . punch number keypad , capable generate energy construct , like green lantern ring . computer costume calculate , anticipate attack , conclude strike opponent . , calculator encounter opponent have sufficient info use . calculator attack member jla - atom ( ray palmer ) , black canary , green arrow ( oliver queen ) , elongate man , hawkman . villain allow capture , able defeat . win outsmart batman . later , calculator fight air wave , blue beetle , hero hotline , defeat time . finally , decide ditch costume identity . inspire story "" oracle "" , information source superhero , find new career . computer skill information make perfect info broker supervillain , charge $ 1,000 question , calculator constantly stand contact criminal need learn hard - - fact victim enemy .",DC Comics,DC Comics,Correct,179
lagoon boy originally underwater city atlantis . teenager join titans east .,DC Comics,Marvel Comics,Incorrect,12
"theresa cassidy mutant daughter sean , mutant know banshee , maeve rourke cassidy . theresa sonic power emerge puberty , year later , black tom begin coerce aid commit crime . point high school , theresa develop drinking problem . , theresa heart life crime pursue man raise , black tom , order . eventually , theresa accompany black tom partner juggernaut san francisco . , employ siryn , theresa battle original spiderwoman xmen . conflict end black tom temporary capture . custody , black tom gentlemanly exonerate theresa responsibility crime write sean explain . theresa sean joyfully unite professor charles xavier mansion . theresa go live father , retire cassidy , new girlfriend dr . moira mactaggart , divide time cassidy muir island .",Marvel Comics,Marvel Comics,Correct,125
"simon continue struggle feeling guilt inadequacy mistake misdeed commit time california , briefly leave avenger mansion round hollywood friend associate attempt peace past life amend misdeed commit . learn - time fiancée , alex flore , fall love happily marry , part good term . simon ultimately clear wrongdoing death help cause time los angeles , friend beast , defeat expose crimelord lotus defeat pawn , , live colossus . finally resolve troubled past establish second chance foundation , non - profit charitable enterprise devote help people need , manage old agent neal saroyan fund proceed simon film , merchandise endorsement .   simon begin divide time avenger second chance foundation , try maintain long - distance relationship scarlet witch time , despite fact passion go relationship . kang attempt conquer earth , intern citizen large camp , include captive scarlet witch . similarly capture , simon place internment camp . realize time apart long love -- having come passion , loneliness sense obligation true love . couple amicably end relationship scarlet witch admit love vision , expect act finally move . scarlet witch help simon escape internment eventually kang defeat avenger , simon return california second chance foundation .",Marvel Comics,Marvel Comics,Correct,199
"survive torture inquisitor , wolverine escape brutally attack razor - fist , stab throat torso leave dead . wolverine rescue harbor look jessán . healing , wolverine begin wear eye patch , resurrection xmen secret , learn jessán - fact tyger tiger vow aid - throw roche take place madripoor crime lord . defeat razor - fist , wolverine tyger tiger rescue o'donnell , kill roche , wolverine declare tyger conscience remind like roche , come . declare call patch madripoor , tyger respond win heart kiss .   rescue agent mariko , kojima noburo , logan kill banapur khan pirate find - cult black blade quest steal muramasa blade , blade wield possess demonic essence , warrior destine true master . return madripoor , logan save lindsay mccabe , meet xman live san francisco jessica draw , recognize , patch identity . intentionally hold fight silver samurai , patch chase jessica , corrupt sword , street madripoor , catch blade bare hand defeat , claim sword . hold sword , voice come black blade , tell patch blade destine . blade transform patch clothing leather ninja outfit attempt sacrifice jessica . patch track cult hide - lindsay stop kill jessica , snip head . fight silver samurai , patch fight influence blade samurai leave sword .   xman investigate brood star - shark havok find track source harry palmer , unaware infect entire crèche mutant host . xman conflicted kill human host wolverine capture implant embryo . , logan healing factor fight - transformation - time kill temptress , free psylocke , kill harry , end brood threat . follow storm , abruptly leave middle night , xman track savage land .",Marvel Comics,Marvel Comics,Correct,281
"turn presence adamantium slow mutation process , healing factor treat like foreign substance body try constantly expel .   result injury , logan leave xman time . visit muir island request kitty pryde , attack cyber . phalanx invasion , logan cable ask professor xavier find rescue capture xmen . join cyclop jean grey , return honeymoon ( secretly future ) , free teammate tibet .   later , logan kidnap tyler dayspre , call genesis , want wolverine new horseman apocalypse . genesis acquire adamantium destroy body mercenary know cyber , plan recreate bonding process logan year ago . time , , logan body reject adamantium , regress time feral - like state . logan slowly regain lucidity help ninja elektra natchio , rejoin xmen . month later , viper invoke logan promise seraph year . wolverine marry viper , give status ruler madripoor .    logan subsequently kidnap - conqueror apocalypse force fight savage assassin sabretooth mantle horseman death . know able resist apocalypse programming sabretooth dangerous villain support apocalypse , logan fight defeat nemesis . result , apocalypse succeed genesis fail , - bonding adamantium wolverine skeleton . , skrull faction ally apocalypse impersonate wolverine xman , slay actual wolverine . control apocalypse , wolverine fight xmen ferociously death persona . help teammate , eventually break free apocalypse control return xmen .    wolverine return madripoor battle ogun , possess spirit , viper divorce , free debt . time , malcolm colcord , survivor wolverine rampage weapon x year , revive weapon x wolverine tie , control assassin . wolverine escape colcord control , cyclop fantomex , fellow weapon plus experimentee , penetrate world , weapon plus ' base . , wolverine learn roanoke slaughter year , weapon plus secret .   later mission xmen , wolverine jean lure weapon plus satellite villain xorn .",Marvel Comics,Marvel Comics,Correct,303
"mesmerize goddess , strange join crusade , physical form serve , send astral form tab brother . time victor strange adopt identity "" khiron "" , costume hero deadly vigilante . realize violent , khiron choose life . break free goddess , strange fight urthona , grow powerful serve war seven sphere .   tutor new , impatient apprentice , kyllian pull dimension talisman . strange manage find , kyllian refuse , prefer remain iskelior , woman meet . bickering sorcerer interrupt ancient sorceress lilith , begin tear mystical barrier allow demonic offspring , lilin , passage earth . kyllian remain seal dimensional tear , strange return earth , promise rescue kyllian later . join midnight son , strange confront lilith lilin . point midnight son menace bloodluste morbius , wong betroth , imei , die poison kiss lilin sister nil . strange choose subdue morbius ' bloodlust , save people possible , allow imei die . furious , wong leave strange , try kill later occasion . eventually , midnight son victorious , lilin seal away dimension . meantime , kyllian rescue modre mystic , return earth form wildpride , control "" animal magick , "" bear grudge master felt abandon .   strange later international coalition hero oppose techno - magical mys - tech , being stabilize unraveling reality create clandestine group "" un - earth , "" mystical replica plan use control real earth .   strange defend tile sorcerer supreme , time salome , wing member mysterious blood race allegedly earth - bear sorcerer supreme 20,000 year ago . salome easily reclaim mantle weakened strange , begin gather follower help rule earth . unable stand salome , strange seclude pocket dimension , take sister nil ( lilin remain earth realm ) record action act assistant . dimension dispatch magical construct base tend earthly affair . , vincent steven , cunning businessman , build fortune develop - call technomagick .",Marvel Comics,Marvel Comics,Correct,320
"planet cyberion cascade trip earth begin assimilate collect way big moon return earth overcome moon jla watchtower . justice league anger hostile takeover attack cyborg know man . cyborg begin single titan roster ( include green lantern kyle rayner atom ray palmer . justice league attack cyborg action start affect earth atmosphere ( ride moon ) . horrible natural disaster terrible technological threat shut down afflict earth plant - wide . titan bring pod titan island new york city . justice league , young justice , jla reserve , titan teen titan bring massive fight break destruction cyborg vs. savior world . fight distract cyborg programming allow team leaguer titan break head moon main central power core cyborg hold . titans ( beast boy ) succeed bring human cyborg manipulate virtual reality environmental programming cyborg ; produce image victor father say pleasant thing victor . victor soul finally free raven bring soul try upload titan mainframe computer . victor soul reject computer programming beast boy suggest put soul omegadrome suit . cyborg omegadrome ; golden suit , shape shift cyborg .    infinite crisis , cyborg join donna new cronus team go investigate hole universe discover rann - thanagar war . leave beast boy charge titan go . arrive - set center universe help assorted hero , aid defeat alexander luthor , attempt - create multiverse build perfect earth . 52 cyborg fuse firestorm return earth . cause energy ripple cause alexander luthor jr . alter zeta ray beam hero go use return home .   year later severely damage event infinite crisis , cyborg rebuild time thank tower caretakers wendy marvin .",DC Comics,DC Comics,Correct,271
